miRNA	PositionUTR	seedmatch	context++score	context++scorepercentile	weightedcontext++score	conservedbranchlength	Pct
hsa-miR-7157-5p	3728-3734	7mer-1A	-0.06	 74	-0.02	0.000	N/A
hsa-miR-4310	3728-3734	7mer-1A	-0.02	 70	-0.01	0.000	N/A
hsa-miR-4291	3729-3735	7mer-1A	-0.09	 70	-0.02	0.223	N/A
hsa-miR-506-5p	3731-3737	7mer-1A	-0.06	 72	-0.02	0.031	N/A
hsa-miR-892c-5p	3731-3737	7mer-1A	-0.04	 55	-0.01	0.287	N/A
hsa-miR-126-5p	3734-3740	7mer-1A	-0.03	 66	-0.01	0.217	N/A
hsa-miR-4795-3p	3734-3741	8mer	-0.03	 63	-0.01	0.000	N/A
hsa-miR-126-5p	3736-3742	7mer-m8	-0.02	 51	-0.00	0.217	N/A
hsa-miR-5683	3741-3747	7mer-1A	-0.05	 69	-0.01	0.000	N/A
hsa-miR-606	3745-3751	7mer-1A	-0.07	 69	-0.01	0.000	N/A
hsa-miR-552-5p	3748-3754	7mer-1A	-0.01	 47	-0.00	0.000	N/A
hsa-miR-6890-3p	3776-3782	7mer-1A	-0.01	 43	-0.00	0.000	N/A
hsa-miR-4420	3777-3783	7mer-1A	-0.04	 73	-0.01	0.326	N/A
hsa-miR-181b-2-3p	3777-3783	7mer-1A	-0.07	 70	-0.01	0.326	N/A
hsa-miR-181b-3p	3777-3783	7mer-1A	-0.07	 70	-0.01	0.326	N/A
hsa-miR-653-3p	3777-3783	7mer-1A	-0.01	 49	-0.00	0.243	N/A
hsa-miR-6719-3p	3784-3791	8mer	-0.11	 83	-0.02	0.000	N/A
hsa-miR-4526	3785-3791	7mer-1A	-0.08	 83	-0.02	0.170	N/A
hsa-miR-6730-3p	3785-3791	7mer-1A	-0.08	 79	-0.02	0.000	N/A
hsa-miR-3660	3785-3791	7mer-1A	-0.11	 77	-0.02	0.170	N/A
hsa-miR-622	3788-3794	7mer-m8	-0.17	 89	-0.03	0.250	N/A
hsa-miR-582-5p	3791-3797	7mer-1A	-0.03	 52	-0.01	2.813	N/A
hsa-miR-329-5p	3796-3802	7mer-m8	-0.02	 51	-0.00	0.031	N/A
hsa-miR-624-3p	3799-3805	7mer-m8	-0.09	 79	-0.02	0.016	N/A
hsa-miR-4457	3800-3806	7mer-m8	-0.13	 85	-0.03	0.000	N/A
hsa-miR-4731-3p	3801-3807	7mer-m8	-0.02	 59	-0.00	0.000	N/A
hsa-miR-4801	3801-3807	7mer-m8	-0.02	 54	-0.00	0.000	N/A
hsa-miR-3692-3p	3805-3812	8mer	-0.08	 76	-0.02	0.031	N/A
hsa-miR-548at-5p	3817-3823	7mer-m8	-0.07	 86	-0.01	0.000	N/A
hsa-miR-548n	3819-3825	7mer-1A	-0.05	 85	-0.01	0.043	N/A
hsa-miR-548az-5p	3819-3825	7mer-1A	-0.02	 76	-0.00	0.223	N/A
hsa-miR-548t-5p	3819-3825	7mer-1A	-0.02	 76	-0.00	0.223	N/A
hsa-miR-3646	3830-3837	8mer	-0.03	 77	-0.01	0.000	N/A
hsa-miR-1252-3p	3831-3837	7mer-1A	-0.04	 84	-0.01	0.000	N/A
hsa-miR-545-3p	3840-3846	7mer-m8	-0.17	 92	-0.03	0.043	N/A
hsa-miR-3120-3p	3841-3847	7mer-m8	-0.12	 85	-0.02	0.326	N/A
hsa-miR-4773	3844-3850	7mer-m8	-0.03	 67	-0.01	0.000	N/A
hsa-miR-589-3p	3845-3851	7mer-m8	-0.02	 30	-0.00	0.223	N/A
hsa-miR-5087	3859-3865	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-1273g-5p	3861-3867	7mer-1A	-0.06	 62	-0.01	0.000	N/A
hsa-miR-203a-5p	3861-3867	7mer-1A	-0.07	 60	-0.01	0.260	N/A
hsa-miR-147a	3863-3869	7mer-m8	-0.14	 94	-0.03	0.187	N/A
hsa-miR-3911	3863-3869	7mer-1A	-0.20	 88	-0.04	0.223	N/A
hsa-miR-644a	3863-3869	7mer-1A	-0.13	 78	-0.03	0.031	N/A
hsa-miR-4798-5p	3874-3880	7mer-1A	-0.27	 77	-0.05	0.000	N/A
hsa-miR-192-3p	3880-3886	7mer-m8	-0.07	 72	-0.01	0.223	N/A
hsa-miR-4699-3p	3886-3892	7mer-m8	-0.02	 49	-0.00	0.000	N/A
hsa-miR-543	3890-3896	7mer-1A	-0.01	 53	-0.00	2.881	N/A
hsa-miR-3143	3890-3896	7mer-m8	-0.02	 43	-0.00	0.000	N/A
hsa-miR-522-3p	3898-3904	7mer-1A	-0.01	 41	-0.00	0.043	N/A
hsa-miR-224-3p	3898-3904	7mer-1A	-0.01	 41	-0.00	0.043	N/A
hsa-miR-4694-3p	3898-3904	7mer-1A	-0.01	 33	-0.00	0.000	N/A
hsa-miR-3607-3p	3901-3907	7mer-m8	-0.02	 46	-0.00	0.000	N/A
hsa-miR-1537-5p	3902-3909	8mer	-0.17	 73	-0.03	0.000	N/A
hsa-miR-4999-5p	3903-3909	7mer-1A	-0.12	 73	-0.02	0.000	N/A
hsa-miR-4718	3903-3909	7mer-1A	-0.09	 67	-0.02	0.000	N/A
hsa-miR-1256	3908-3915	8mer	-0.16	 81	-0.03	0.170	N/A
hsa-miR-4642	3910-3916	7mer-1A	-0.04	 56	-0.01	0.000	N/A
hsa-miR-1271-5p	3911-3917	7mer-1A	-0.06	 65	-0.01	3.199	0.31
hsa-miR-182-5p	3911-3917	7mer-1A	-0.10	 64	-0.02	3.199	0.31
hsa-miR-96-5p	3911-3917	7mer-1A	-0.04	 58	-0.01	3.199	0.31
hsa-miR-5002-5p	3913-3919	7mer-1A	-0.01	 32	-0.00	0.000	N/A
hsa-miR-136-5p	3919-3925	7mer-1A	-0.15	 88	-0.03	1.739	N/A
hsa-miR-519e-5p	3920-3926	7mer-1A	-0.10	 79	-0.02	0.031	N/A
hsa-miR-515-5p	3920-3926	7mer-1A	-0.10	 78	-0.02	0.031	N/A
hsa-miR-629-3p	3921-3927	7mer-1A	-0.01	 45	-0.00	0.000	N/A
hsa-miR-1272	3928-3934	7mer-1A	-0.12	 90	-0.02	0.016	N/A
hsa-miR-1322	3928-3934	7mer-1A	-0.03	 73	-0.01	0.016	N/A
hsa-miR-4795-3p	3932-3938	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-548e-5p	3946-3952	7mer-m8	-0.08	 86	-0.02	0.000	N/A
